Symbol,Type,Strike,Exp Date,MidPrice
CSX,Put,50.00,2026-08-21,1.1250
TGT,Put,130.00,2026-09-18,2.0000
NVTS,Call,10.00,2026-08-14,1.9250
WULF,Call,19.50,2026-08-07,0.9050
LRCX,Put,340.00,2026-09-18,61.2250
KEEL,Call,4.00,2026-08-07,0.3600
MSFT,Call,470.00,2026-08-07,19.8750
JNJ,Put,257.50,2026-08-21,7.1250
AAPL,Put,330.00,2026-08-07,26.5750
CRGY,Call,17.50,2026-10-16,0.1000
AMZN,Call,220.00,2026-09-18,65.8750
BMNR,Call,22.00,2026-09-18,0.7600
AAPL,Put,265.00,2026-09-18,1.6650
TTE,Call,87.50,2026-08-21,1.7000
EQIX,Put,"1,000.00",2026-08-21,15.0000
NBIS,Call,400.00,2028-01-21,77.0000
EQIX,Put,970.00,2026-08-21,7.5000
BIOA,Put,20.00,2026-08-21,8.9000
MSFT,Call,500.00,2026-08-21,8.0500
AAPL,Put,325.00,2026-08-07,22.0500
PESI,Call,17.50,2026-09-18,2.5500
AMZN,Call,250.00,2026-08-21,35.3000
MSFT,Call,530.00,2026-09-18,6.9000
SHLS,Call,16.00,2026-11-20,0.7000
TME,Call,9.00,2027-01-15,1.5500
NUAI,Call,7.00,2026-08-28,0.4750
CIFR,Call,20.00,2026-08-21,5.2000
AAPL,Call,400.00,2027-09-17,12.0000
AAPL,Call,375.00,2026-09-18,0.2900
NEM,Call,150.00,2027-01-15,1.3000
RIVN,Call,16.00,2026-08-21,0.5700
FLR,Put,32.50,2026-09-18,0.2500
MCHP,Call,85.00,2026-09-18,3.6500
RUN,Call,13.00,2026-11-20,1.3050
AAPL,Put,315.00,2026-09-18,17.7750
NBIS,Put,145.00,2026-08-21,4.7750
AAPL,Put,340.00,2026-08-07,36.7000
BE,Put,197.50,2026-08-07,5.7000
MSFT,Call,450.00,2026-09-18,46.3500
BABA,Call,117.00,2026-08-07,10.8500
NBIS,Call,150.00,2026-08-07,63.2250
QS,Call,5.50,2026-08-21,0.3350
SKHY,Call,148.00,2026-08-07,6.5000
BSX,Put,44.50,2026-08-07,0.0750
AMZN,Call,250.00,2026-08-07,34.3500
AAPL,Call,365.00,2026-09-18,0.5150
AAPL,Call,345.00,2026-08-28,0.4500
NOW,Call,115.00,2026-08-21,5.9500
RKLB,Call,65.00,2026-08-07,6.6750
NUAI,Call,6.00,2026-08-14,0.3750
GOOGL,Call,320.00,2027-06-17,87.0500
AAPL,Put,310.00,2026-08-21,11.0750
BHC,Put,7.00,2027-01-15,0.8500
IREN,Put,34.00,2026-08-21,1.7650
TOST,Put,29.00,2026-08-07,0.4300
AMZN,Call,285.00,2026-12-18,26.5000
BE,Call,400.00,2026-08-21,0.6950
TSLA,Call,500.00,2026-10-16,1.6200
VFC,Call,16.00,2026-08-21,0.2600
AMZN,Call,305.00,2026-09-18,5.9750
APA,Call,37.50,2026-09-18,2.2700
AAPL,Put,330.00,2026-09-18,29.2250
CVNA,Call,66.00,2027-03-19,14.7000
AAPL,Put,315.00,2026-08-14,13.8500
AMD,Put,380.00,2026-08-07,0.9600
CVNA,Put,36.00,2027-03-19,2.1750
AMZN,Call,260.00,2026-09-18,29.4500
AAPL,Put,300.00,2026-08-14,4.5250
AAPL,Put,320.00,2026-09-18,21.1000
VZ,Call,46.00,2026-08-14,1.7600
AAPL,Call,345.00,2026-08-21,0.2400
MSFT,Call,435.00,2026-08-21,54.4500
SPCX,Put,120.00,2026-08-28,17.7000
KOS,Call,2.00,2026-08-21,0.6000
TSLA,Call,330.00,2026-09-18,17.7000
AAPL,Put,295.00,2026-08-07,1.2000
AAPL,Call,410.00,2027-02-19,2.6700
JNJ,Call,290.00,2026-09-18,0.8350
