Symbol,Type,Strike,Exp Date,MidPrice
HL,Put,10.00,2027-01-15,0.3000
AG,Put,10.00,2027-01-15,0.2200
SMCI,Call,34.00,2026-08-21,1.8200
POET,Call,9.00,2026-08-21,0.5100
MSTR,Call,105.00,2026-08-14,0.4150
SPCX,Put,110.00,2026-09-18,2.9350
S,Call,22.00,2026-09-18,2.0000
NVDA,Call,240.00,2026-09-18,3.3500
NVDA,Call,225.00,2026-08-19,1.5600
CVX,Call,200.00,2026-08-14,0.7350
PLTR,Call,200.00,2026-08-21,0.4200
CLX,Call,105.00,2026-08-21,3.3500
HPE,Call,55.00,2026-08-21,2.0700
NVDA,Call,230.00,2026-08-28,3.4250
AA,Call,50.00,2026-08-21,4.6250
SPCX,Call,140.00,2026-08-14,1.7550
ERO,Call,35.00,2026-08-21,2.1000
NVDA,Call,300.00,2026-09-18,0.1950
NOK,Call,10.00,2026-08-21,0.1900
NEM,Call,115.00,2026-08-21,4.5000
ORCL,Call,150.00,2026-08-21,3.7500
CLMT,Call,45.00,2026-08-21,2.5500
SPCX,Put,105.00,2026-09-18,2.0400
NVDA,Call,235.00,2026-08-21,0.5450
SE,Call,87.50,2026-08-21,43.6000
CORZ,Put,20.00,2026-09-18,2.0900
NBIS,Call,260.00,2026-08-21,2.1550
KLAR,Call,20.00,2026-09-18,1.5250
CRWV,Call,140.00,2026-09-18,1.2450
ET,Call,20.00,2027-01-15,1.5900
NOK,Call,15.00,2026-12-18,0.3800
EXE,Call,100.00,2027-01-15,7.8000
COIN,Call,160.00,2026-08-21,2.4450
GRPN,Call,30.00,2027-01-15,2.6750
HPE,Call,60.00,2026-09-18,3.4250
NVDA,Call,260.00,2026-09-18,1.0100
ZETA,Call,30.00,2026-08-21,0.8650
FAST,Call,50.00,2026-08-21,2.7250
FRMI,Call,6.00,2026-08-21,1.3250
HPE,Call,55.00,2026-09-18,5.2250
KKR,Put,100.00,2026-08-21,0.3000
SPCX,Put,95.00,2026-09-18,0.9550
AMZN,Call,280.00,2026-10-16,11.4750
NVDA,Put,200.00,2026-08-21,0.5950
NBIS,Call,220.00,2026-08-21,7.4250
VG,Call,14.00,2026-08-21,0.3500
VST,Call,165.00,2026-08-21,0.3700
SOFI,Call,18.00,2026-08-21,0.5550
SHAZ,Call,65.00,2026-08-21,1.4500
HIMS,Call,31.50,2026-08-14,0.6850
SPCX,Call,125.00,2026-08-14,9.4250
T,Put,20.00,2027-01-15,0.3700
NKE,Call,45.00,2026-09-18,0.5750
CIA,Put,5.00,2026-08-21,1.3250
PCT,Call,10.00,2027-01-15,1.1500
XOM,Call,155.00,2026-08-21,5.5750
WEN,Put,7.50,2026-08-14,0.1500
HTZ,Call,2.00,2026-08-21,0.4900
SPCX,Call,150.00,2026-09-18,6.3000
ACHR,Call,6.00,2027-01-15,1.9150
MSTR,Call,104.00,2026-08-14,0.5100
DELL,Call,500.00,2026-08-21,4.8000
SPCX,Call,130.00,2026-08-14,5.8500
