Symbol,Price~,"Exp Date",DTE,Type,Strike,Moneyness,Bid,Ask,Volume,"Open Int","OI Chg",Vol/OI,IV,Delta,Time
SPCX,148.36,2026-10-16,23,Put,155.00,+4.48%,10.8,11,578,11645,"-37,929",0.05,48.19%,-0.613586,2026-09-23
SPCX,148.36,2026-10-16,23,Put,135.00,-9.01%,2.2,2.25,1986,28307,"-36,110",0.07,49.79%,-0.201894,2026-09-23
GME,24.2,2026-09-25,2,Call,23.00,+4.96%,1.27,1.35,6163,9885,"-9,329",0.62,71.55%,0.837768,2026-09-23
INTC,122.6,2026-10-16,23,Call,110.00,+10.28%,15.65,15.75,1327,47425,"-7,722",0.03,65.67%,0.774276,2026-09-23
TSLA,380.12,2026-10-16,23,Put,320.00,-15.82%,1.13,1.17,520,10910,"-7,437",0.05,46.01%,-0.058424,2026-09-23
CIFR,18.35,2026-09-25,2,Call,20.00,-8.99%,0.12,0.16,3149,9609,"-7,082",0.33,116.90%,0.171214,2026-09-23
TSLA,380.12,2026-10-16,23,Put,370.00,-2.66%,10.1,10.25,1553,7100,"-5,947",0.22,40.02%,-0.367338,2026-09-23
AAL,13.35,2026-10-02,9,Call,14.00,-4.87%,0.14,0.15,1077,10244,"-5,881",0.11,44.98%,0.262672,2026-09-23
IREN,47.05,2026-11-20,58,Call,55.00,-16.90%,3.9,4.15,568,3959,"-5,814",0.14,89.64%,0.404904,2026-09-23
GOOGL,337.83,2026-10-02,9,Call,365.00,-8.04%,0.85,0.94,1466,2737,"-5,206",0.54,36.98%,0.098885,2026-09-23
NVDA,225.51,2026-10-16,23,Call,210.00,+6.88%,18,18.1,987,18467,"-4,150",0.05,34.58%,0.812881,2026-09-23
GME,24.2,2027-01-15,114,Call,20.00,+17.36%,5.2,5.35,1984,28813,"-3,878",0.07,57.78%,0.763754,2026-09-23
GOOGL,337.83,2026-10-16,23,Call,400.00,-18.40%,0.54,0.64,5656,21472,"-3,601",0.26,38.24%,0.045704,2026-09-23
MSTR,162.2,2026-09-25,2,Call,165.00,-1.73%,2.62,2.87,6915,6337,"-3,565",1.09,82.31%,0.402458,2026-09-23
BKNG,155.9,2026-12-18,86,Call,150.00,+3.78%,15.5,17.7,3013,25031,"-3,492",0.12,43.75%,0.623954,2026-09-23
NVDA,225.51,2026-10-16,23,Call,230.00,-1.99%,5.1,5.15,9472,56935,"-3,453",0.17,30.47%,0.424089,2026-09-23
WBD,30.76,2026-10-16,23,Call,28.00,+8.97%,2.83,2.93,900,43830,"-3,119",0.02,25.21%,0.940125,2026-09-23
JNJ,269.17,2026-09-25,2,Put,265.00,-1.55%,0.48,0.86,582,3028,"-2,887",0.19,27.22%,-0.21479,2026-09-23
NVDA,225.51,2026-09-25,2,Call,225.00,+0.23%,2.51,2.54,48600,35606,"-2,836",1.36,33.65%,0.54416,2026-09-23
GME,24.2,2026-10-16,23,Call,22.00,+9.09%,2.51,2.69,3196,19984,"-2,719",0.16,52.97%,0.780197,2026-09-23
AAL,13.35,2026-10-16,23,Call,14.00,-4.87%,0.39,0.43,901,36572,"-2,548",0.02,50.03%,0.377144,2026-09-23
SHOP,142.34,2026-10-16,23,Call,145.00,-1.87%,6.35,6.75,648,11079,"-2,370",0.06,53.26%,0.478736,2026-09-23
TSLA,380.12,2026-10-16,23,Put,340.00,-10.55%,2.66,2.73,781,6727,"-2,341",0.12,41.96%,-0.12866,2026-09-23
MRVL,260.9,2026-10-16,23,Call,280.00,-7.32%,10.7,11,1231,9857,"-2,179",0.12,69.00%,0.379191,2026-09-23
SOFI,16.55,2026-10-02,9,Put,15.50,-6.34%,0.1,0.12,1691,3263,"-2,154",0.52,45.70%,-0.168175,2026-09-23
BABA,110.8,2026-10-16,23,Call,130.00,-17.33%,0.62,0.68,1554,35804,"-2,138",0.04,48.56%,0.105604,2026-09-23
META,744.1,2026-09-30,7,Call,750.00,-0.79%,18.3,19,1760,1796,"-2,118",0.98,51.48%,0.473881,2026-09-23
NVDA,225.51,2026-10-16,23,Call,225.00,+0.23%,7.5,7.55,8926,27901,"-1,954",0.32,31.15%,0.538027,2026-09-23
TSM,446.57,2026-10-16,23,Put,400.00,-10.43%,1.88,2.09,942,6369,"-1,953",0.15,36.05%,-0.099898,2026-09-23
NVDA,225.51,2026-09-25,2,Put,215.00,-4.66%,0.15,0.16,8896,12453,"-1,937",0.71,40.54%,-0.053566,2026-09-23
BABA,110.8,2026-10-16,23,Call,115.00,-3.79%,2.95,3.05,1683,7683,"-1,894",0.22,42.58%,0.383871,2026-09-23
VKTX,41.65,2026-09-25,2,Call,33.00,+20.77%,8.1,10.2,2027,3379,"-1,813",0.6,278.65%,0.891191,2026-09-23
MARA,13.35,2026-09-25,2,Call,14.00,-4.87%,0.15,0.16,17546,31314,"-1,762",0.56,98.49%,0.270005,2026-09-23
INTC,122.6,2026-12-18,86,Call,130.00,-6.04%,13.95,14.15,1266,12186,"-1,736",0.1,70.31%,0.508873,2026-09-23
CMCSA,22.55,2026-10-16,23,Put,21.00,-6.87%,0.18,0.29,655,3786,"-1,735",0.17,35.32%,-0.201172,2026-09-23
GME,24.2,2026-10-16,23,Call,23.00,+4.96%,1.87,1.95,1779,12162,"-1,734",0.15,52.58%,0.669875,2026-09-23
SPCX,148.36,2026-09-25,2,Call,160.00,-7.85%,0.15,0.16,32908,24664,"-1,650",1.33,62.49%,0.054242,2026-09-23
AAPL,337.02,2026-09-25,2,Call,342.50,-1.63%,0.89,0.94,19940,11118,"-1,626",1.79,28.28%,0.226399,2026-09-23
GME,24.2,2026-10-16,23,Call,20.00,+17.36%,4.25,4.45,842,16853,"-1,618",0.05,61.57%,0.904264,2026-09-23
NKE,36.05,2026-09-25,2,Put,36.00,-0.14%,0.3,0.37,8247,11351,"-1,519",0.73,33.75%,-0.473242,2026-09-23
NVDA,225.51,2026-10-16,23,Call,220.00,+2.44%,10.45,10.55,4386,106842,"-1,517",0.04,31.93%,0.64632,2026-09-23
GME,24.2,2027-01-15,114,Call,25.00,-3.31%,2.6,2.73,7030,49586,"-1,411",0.14,57.54%,0.510679,2026-09-23
AVGO,354.99,2026-10-30,37,Call,420.00,-18.31%,2.16,2.39,4477,2435,"-1,389",1.84,40.09%,0.109629,2026-09-23
RARE,14.88,2026-10-16,23,Call,15.00,-0.81%,0.7,0.9,2012,9282,"-1,389",0.22,56.33%,0.512453,2026-09-23
IREN,47.05,2026-10-16,23,Call,50.00,-6.27%,2.55,2.62,3203,15654,"-1,383",0.2,79.15%,0.42292,2026-09-23
NVDA,225.51,2026-11-20,58,Call,265.00,-17.51%,2.35,2.4,1276,10309,"-1,350",0.12,35.58%,0.15199,2026-09-23
GME,24.2,2026-09-25,2,Call,22.50,+7.02%,1.7,1.8,1180,4625,"-1,348",0.26,73.16%,0.914889,2026-09-23
NVDA,225.51,2026-10-02,9,Put,205.00,-9.09%,0.29,0.31,1066,7141,"-1,347",0.15,38.26%,-0.051528,2026-09-23
MSTR,162.2,2026-10-16,23,Call,180.00,-10.97%,5.55,5.7,533,9164,"-1,318",0.06,72.76%,0.320805,2026-09-23
NVDA,225.51,2026-09-28,5,Call,230.00,-1.99%,1.08,1.1,15112,5676,"-1,298",2.66,25.79%,0.266794,2026-09-23
SHOP,142.34,2026-10-16,23,Call,150.00,-5.38%,4.7,5,5271,7429,"-1,284",0.71,54.58%,0.383522,2026-09-23
GOOGL,337.83,2026-09-25,2,Call,355.00,-5.08%,0.38,0.46,12327,5283,"-1,278",2.33,46.91%,0.080049,2026-09-23
SKHY,189.28,2026-10-02,9,Call,220.00,-16.23%,0.7,0.8,1330,4296,"-1,271",0.31,66.97%,0.085549,2026-09-23
